,id,tweet,tweet_cleaned,ypred
635,1425827531949707266t,"Also thought this was an interesting discussion re: the term ""breakthrough infection"".  

Preventing infection in any form is impractical and improbable. Is mild infection after vaccination truly a breakthrough?  Or even measurable with minimal symptoms?

https://t.co/DFP3p4vqov",also thought this was an interesting discussion re  the term  breakthrough infection        preventing infection in any form is impractical and improbable  is mild infection after vaccination truly a breakthrough   or even measurable with minimal symptoms     ,third-party
636,1427993704866983945t,"With states requiring a vaccine, music festivals and venues are getting more strict. Find out more on the latest episode of the Lazy Music Podcast

https://t.co/osi5Qf1Mci https://t.co/AcekesxodB",with states requiring a vaccine  music festivals and venues are getting more strict  find out more on the latest episode of the lazy music podcast     ,primary
637,1440357070478270465t,"@iHeadteacher you will be personally liable for any harm to the kids as a result of your ""vaccination"" programme, Best to remember that", iheadteacher you will be personally liable for any harm to the kids as a result of your  vaccination  programme  best to remember that,third-party
638,1417691346781937665t,‘We wanted a vaccine ad based on hope’: arts and community sector PSAs fill government ‘vacuum’ https://t.co/29JdC95FrQ, we wanted a vaccine ad based on hope   arts and community sector psas fill government  vacuum  ,non-reporting
639,1428553662679375874t,"“If only we had a vaccine against BS.”
- @donlemon

One can only hope sir. 

#GetVaccinated", if only we had a vaccine against bs       donlemon    one can only hope sir       getvaccinated,non-reporting
640,1445138341675085828t,"@DevinRN22 @Markstubbs9Mark @TeeOh__x @UberFacts what testing that THIS vaccine gone through.
We already saw one have to be pulled because it was making people sick. That would not have happened if they tested it.", devinrn22  markstubbs9mark  teeoh  x  uberfacts what testing that this vaccine gone through   we already saw one have to be pulled because it was making people sick  that would not have happened if they tested it ,third-party
641,1432928517637955585t,"Everybody can die of covid vaxxed or unvaxxed. 

Vaccines can't prevent sever illness for everybody.

Time to accept that we will die one day.

 Let's move on with our lives please.",everybody can die of covid vaxxed or unvaxxed      vaccines cannot prevent sever illness for everybody     time to accept that we will die one day      let us move on with our lives please ,third-party
642,1463639097449361413t,"Estimating Vaccine-Induced Mortality, Part I https://t.co/qH6hcAJkNP",estimating vaccine induced mortality  part i ,primary
643,1485238348671242240t,"Many young adults over past year have pointed to ""no long-term studies"" on #CovidVaccine esp. wrt to fertility concerns. 

Finally, science has an answer for you:

""COVID-19 vaccination was not appreciably associated with fecundability in either partner""

https://t.co/xRVKMz8M2A",many young adults over past year have pointed to  no long term studies  on  covidvaccine esp  wrt to fertility concerns      finally  science has an answer for you      covid 19 vaccination was not appreciably associated with fecundability in either partner     ,non-reporting
644,1405216170106658822t,"@TeoMiz @notnowdummy @Unauthorizedbe1 No.

The current spread nor the number of variants impact the threshold for herd immunity.

The efficacy of the vaccine against most infectious variant, natural R0 of variant, and social conditions/restrictions in effect impact herd immunity threshold.", teomiz  notnowdummy  unauthorizedbe1 no     the current spread nor the number of variants impact the threshold for herd immunity     the efficacy of the vaccine against most infectious variant  natural r0 of variant  and social conditions restrictions in effect impact herd immunity threshold ,primary
645,1461292422411919364t,"bigvirtue1 top of top Fortuneteller 
I saw the vaccination-related energy of the high school senior. However, I couldn't see the energy well 
because it's night now. 
But I guess it's about 30% related to the coronavirus vaccine. 
I'll guess again his energy tomorrow .",bigvirtue1 top of top fortuneteller   i saw the vaccination related energy of the high school senior  however  i could not see the energy well   because it is night now    but i guess it is about 30  related to the coronavirus vaccine    i will guess again his energy tomorrow  ,primary
646,1422678550788849672t,"""Andrew Cuomo, Vaccine Mandates, Olympics: Your Tuesday Evening Briefing"" by Remy Tumin via NYT https://t.co/0M9p4C8THi", andrew cuomo  vaccine mandates  olympics  your tuesday evening briefing  by remy tumin via nyt ,primary
647,1460315685041713156t,@ABC Wait.  What?  I thought vaccines worked?  https://t.co/jzbRcnQpyj, abc wait   what   i thought vaccines worked   ,third-party
648,1488369003580039171t,"@ATimRonan @vai_crypto @CallonChris @joerogan 😂 one of those involved 45 adults.

It typically takes 7-10 years for a vaccine to be approved for use on humans.

That was in January of 2021, too.

You are the trial. https://t.co/1qwjxOTqle", atimronan  vai crypto  callonchris  joerogan  face with tears of joy  one of those involved 45 adults     it typically takes 7 10 years for a vaccine to be approved for use on humans     that was in january of 2021  too     you are the trial  ,third-party
649,1426330771913125889t,@Pan_Zareta @K_Klawinski @MollyAbbey2 @BobSegallWTHR You do you.  I will do me. Don't try to shove your vaccine and mask bs on the rest of us that don't agree. Have a good one, pan zareta  k klawinski  mollyabbey2  bobsegallwthr you do you   i will do me  do not try to shove your vaccine and mask bs on the rest of us that do not agree  have a good one,third-party
650,1436287109615083524t,@LawlessSouls @ABC Big deal. We won’t see the long term affects for some years. One thing we do know is that it won’t prevent you from getting  covid or spreading it.  My friend was fully vaccinated. He got pneumonia and covid., lawlesssouls  abc big deal  we will not see the long term affects for some years  one thing we do know is that it will not prevent you from getting  covid or spreading it   my friend was fully vaccinated  he got pneumonia and covid ,third-party
651,1507581907550232580t,@Averagedood1 @2003nicko @JackPosobiec He got vaxxed to tour bud. He said so. But now you cant find that on google because they washed it out., averagedood1  2003nicko  jackposobiec he got vaxxed to tour bud  he said so  but now you cannot find that on google because they washed it out ,non-reporting
652,1437089754974244872t,"@eddie_shamoon @myobnsob @GdCrossan @FoxNews Eddie over 2.3 billion people have been fully vaccinated world wide and 5.5 billion vaccines have been given so far 
No major side effect to report anywhere 

Stop with the BS in america people who do not want to get vaccinated it is for political
or selfish reasons
Disgraceful", eddie shamoon  myobnsob  gdcrossan  foxnews eddie over 2 3 billion people have been fully vaccinated world wide and 5 5 billion vaccines have been given so far   no major side effect to report anywhere     stop with the bs in america people who do not want to get vaccinated it is for political  or selfish reasons  disgraceful,non-reporting
